age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jail_length_days,out,class
46,Misdemeanor,African-American,Male,3,-22.0,20,0,1
34,Felony,African-American,Male,5,-1.0,5,0,1
52,Felony,African-American,Male,2,-5.0,3,0,0
21,Misdemeanor,Caucasian,Male,0,-1.0,9,1,1
53,Misdemeanor,Caucasian,Male,1,-2.0,1,0,0
19,Felony,Caucasian,Female,0,-1.0,1,0,1
22,Misdemeanor,African-American,Male,0,-1.0,2,1,0
45,Felony,African-American,Male,1,-1.0,2,0,0
27,Felony,Caucasian,Female,0,-1.0,1,0,0
25,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
30,Felony,Caucasian,Male,0,0.0,-1,0,1
31,Felony,African-American,Male,2,0.0,-1,1,1
28,Felony,Caucasian,Male,3,-1.0,1,0,0
36,Misdemeanor,African-American,Male,3,-1.0,2,0,1
27,Felony,African-American,Male,7,-1.0,10,1,1
42,Felony,African-American,Male,1,0.0,0,0,0
35,Felony,Caucasian,Male,0,0.0,40,1,1
33,Felony,Caucasian,Female,2,-29.0,0,0,0
24,Felony,Hispanic,Male,6,-1.0,218,1,1
25,Felony,African-American,Male,21,-14.0,2,1,1
42,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0
21,Felony,African-American,Male,0,-1.0,3,1,1
28,Misdemeanor,African-American,Female,0,0.0,0,0,0
27,Felony,African-American,Male,25,18.0,40,1,1
21,Felony,Caucasian,Female,0,-1.0,2,1,0
26,Misdemeanor,Caucasian,Male,0,0.0,5,1,1
36,Felony,Caucasian,Male,0,-1.0,0,0,0
49,Felony,Caucasian,Male,0,-1.0,1,1,1
44,Felony,Caucasian,Male,0,-1.0,1,0,1
28,Misdemeanor,Caucasian,Male,1,-25.0,24,0,0
35,Felony,African-American,Female,12,-2.0,0,1,1
34,Felony,African-American,Male,3,-1.0,0,0,0
45,Felony,African-American,Male,15,-1.0,0,0,1
28,Felony,African-American,Male,9,-1.0,16,0,1
25,Felony,African-American,Female,1,-1.0,4,0,0
21,Misdemeanor,African-American,Male,1,0.0,0,1,1
48,Felony,African-American,Male,1,-1.0,0,0,0
37,Misdemeanor,Caucasian,Male,1,-1.0,0,0,0
24,Felony,African-American,Male,3,-3.0,0,1,1
37,Misdemeanor,Caucasian,Male,1,-1.0,1,0,1
39,Felony,Caucasian,Male,1,-3.0,0,0,0
24,Felony,Caucasian,Male,1,-1.0,21,1,1
49,Felony,Other,Male,2,-1.0,0,0,0
23,Felony,African-American,Male,1,-1.0,1,0,1
43,Felony,Caucasian,Male,5,-1.0,0,1,0
28,Misdemeanor,African-American,Male,6,-1.0,1,1,1
53,Misdemeanor,African-American,Male,1,-1.0,0,0,0
27,Misdemeanor,African-American,Female,2,-14.0,1,0,1
39,Misdemeanor,Caucasian,Male,0,-1.0,2,0,0
47,Felony,African-American,Male,22,-1.0,1,1,1
28,Felony,African-American,Male,4,-1.0,2,0,1
36,Felony,Caucasian,Male,2,-4.0,0,0,0
24,Felony,African-American,Female,1,-1.0,3,1,0
35,Misdemeanor,Hispanic,Male,0,-1.0,1,0,0
23,Felony,African-American,Male,3,0.0,1,1,0
26,Felony,African-American,Male,2,-1.0,1,0,0
31,Felony,African-American,Male,7,-1.0,54,0,1
30,Felony,African-American,Female,14,0.0,5,1,1
25,Misdemeanor,Caucasian,Male,2,0.0,1,1,0
24,Felony,African-American,Male,6,0.0,1,1,1
34,Felony,Hispanic,Male,1,-1.0,0,0,1
26,Misdemeanor,African-American,Male,2,-29.0,28,0,0
60,Felony,Hispanic,Male,0,-1.0,1,0,0
20,Felony,African-American,Female,0,-1.0,0,1,0
23,Felony,Caucasian,Male,0,0.0,0,0,0
26,Felony,African-American,Male,5,-1.0,6,1,1
40,Misdemeanor,Caucasian,Male,4,0.0,1,0,0
28,Felony,Other,Male,1,-1.0,1,0,1
49,Felony,Hispanic,Male,1,-1.0,5,0,1
19,Felony,African-American,Male,1,0.0,-1,1,1
53,Felony,Caucasian,Male,1,-12.0,11,0,0
24,Felony,African-American,Female,0,-1.0,0,0,0
31,Felony,Hispanic,Male,0,-5.0,1,0,0
33,Felony,Caucasian,Female,2,-1.0,-1,0,0
26,Felony,Caucasian,Male,8,-1.0,41,1,1
32,Felony,Caucasian,Male,2,-1.0,0,0,0
25,Felony,Caucasian,Male,0,0.0,3,0,1
21,Felony,African-American,Male,1,-1.0,0,0,0
38,Felony,African-American,Male,3,0.0,1,1,0
23,Felony,Caucasian,Male,0,-4.0,1,0,1
20,Felony,Caucasian,Male,0,-1.0,8,1,1
39,Felony,Caucasian,Female,4,-2.0,1,0,1
24,Felony,African-American,Male,1,-1.0,6,0,1
23,Felony,Hispanic,Male,0,0.0,0,0,0
49,Felony,African-American,Male,3,-1.0,0,0,0
31,Felony,African-American,Male,7,-1.0,77,1,1
20,Felony,African-American,Male,1,-26.0,16,1,1
28,Misdemeanor,Caucasian,Male,0,0.0,13,0,0
67,Felony,Caucasian,Male,3,-1.0,1,0,0
33,Felony,Hispanic,Male,0,0.0,1,0,0
52,Felony,African-American,Male,0,-1.0,0,0,0
45,Felony,African-American,Male,17,-1.0,46,1,1
27,Felony,African-American,Male,8,-1.0,1,1,1
22,Felony,Caucasian,Male,1,-1.0,1,1,0
40,Misdemeanor,Caucasian,Male,0,-1.0,0,0,1
30,Misdemeanor,Caucasian,Male,1,0.0,0,1,1
42,Felony,African-American,Male,1,-1.0,0,0,0
24,Felony,African-American,Male,2,0.0,1,0,1
46,Felony,Caucasian,Male,4,-5.0,2,0,0
38,Felony,African-American,Male,4,0.0,-1,0,0
32,Misdemeanor,Hispanic,Female,0,-1.0,7,0,1
26,Misdemeanor,Caucasian,Male,0,-1.0,1,1,0
54,Misdemeanor,Caucasian,Male,1,-1.0,1,0,1
27,Felony,Hispanic,Male,2,-10.0,10,0,0
61,Felony,Caucasian,Male,1,0.0,1,0,0
51,Misdemeanor,African-American,Male,1,-1.0,0,0,1
57,Felony,Caucasian,Male,0,0.0,27,0,0
24,Misdemeanor,Caucasian,Male,3,-1.0,1,1,1
34,Felony,African-American,Male,1,-1.0,0,0,0
27,Felony,Hispanic,Male,1,-1.0,1,0,0
28,Misdemeanor,African-American,Female,10,15.0,3,1,1
35,Misdemeanor,African-American,Male,10,0.0,0,1,1
30,Felony,African-American,Male,6,0.0,1,1,1
44,Felony,African-American,Male,0,-1.0,1,0,0
61,Felony,Caucasian,Male,10,-1.0,22,1,0
26,Felony,African-American,Male,1,-1.0,0,1,1
48,Felony,African-American,Male,10,-1.0,4,1,1
42,Misdemeanor,African-American,Male,4,0.0,0,0,0
38,Felony,Caucasian,Male,10,-1.0,0,1,1
53,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
26,Misdemeanor,African-American,Male,3,-1.0,1,1,1
22,Felony,African-American,Male,1,-1.0,0,1,1
50,Felony,Caucasian,Male,0,-1.0,30,1,0
44,Misdemeanor,Caucasian,Male,16,-1.0,81,1,0
24,Felony,African-American,Male,4,-1.0,1,1,1
21,Felony,African-American,Male,0,-1.0,1,1,1
50,Felony,Caucasian,Male,0,0.0,2,0,0
36,Misdemeanor,Caucasian,Female,0,0.0,1,0,0
39,Felony,Caucasian,Male,0,-1.0,54,0,0
54,Felony,African-American,Female,7,-1.0,18,1,0
29,Misdemeanor,African-American,Male,0,0.0,0,0,0
26,Misdemeanor,Caucasian,Male,0,-1.0,0,1,0
41,Felony,African-American,Male,3,-1.0,1,0,1
23,Felony,African-American,Male,1,-1.0,2,1,1
34,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
31,Felony,Caucasian,Male,11,0.0,11,1,1
20,Felony,African-American,Male,0,-1.0,1,0,0
49,Felony,African-American,Male,10,-1.0,43,1,1
26,Felony,African-American,Male,4,0.0,0,1,1
28,Felony,African-American,Male,1,-1.0,0,0,1
26,Felony,African-American,Male,0,-1.0,0,0,0
55,Felony,African-American,Male,1,-1.0,0,0,0
22,Misdemeanor,African-American,Male,0,-1.0,2,1,0
26,Misdemeanor,African-American,Female,0,-1.0,1,0,0
56,Misdemeanor,Other,Male,0,0.0,1,0,0
46,Felony,Other,Male,2,-1.0,1,0,0
58,Felony,African-American,Male,16,-1.0,68,1,1
28,Felony,African-American,Male,4,-1.0,29,1,0
33,Felony,African-American,Male,8,-1.0,1,1,1
31,Misdemeanor,African-American,Female,0,-1.0,0,0,0
26,Misdemeanor,African-American,Male,1,0.0,0,1,0
34,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
33,Felony,Other,Male,0,-1.0,1,0,0
32,Felony,African-American,Female,0,-1.0,0,0,0
37,Felony,African-American,Male,9,0.0,1,1,1
50,Felony,African-American,Male,1,-22.0,0,1,0
35,Felony,Caucasian,Male,1,-1.0,2,0,0
47,Misdemeanor,Caucasian,Female,0,-6.0,4,0,1
52,Felony,African-American,Female,8,-1.0,43,1,0
26,Felony,African-American,Male,5,-1.0,6,1,1
45,Felony,African-American,Male,13,-1.0,0,0,1
19,Misdemeanor,Other,Male,0,-1.0,1,1,1
41,Felony,African-American,Male,8,-1.0,1,0,1
24,Misdemeanor,African-American,Male,0,0.0,1,0,0
21,Felony,African-American,Male,1,-1.0,1,1,1
54,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
49,Felony,Caucasian,Male,0,-1.0,73,0,0
42,Felony,Caucasian,Male,1,0.0,292,0,0
21,Felony,African-American,Male,1,0.0,1,0,1
46,Felony,Caucasian,Male,5,0.0,-1,1,1
74,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
38,Felony,Hispanic,Female,0,0.0,0,0,0
39,Felony,African-American,Female,1,-1.0,0,0,0
38,Felony,African-American,Female,0,-1.0,4,0,0
19,Felony,African-American,Male,1,-1.0,1,1,1
28,Felony,Caucasian,Male,0,-1.0,1,0,1
25,Felony,African-American,Male,1,-1.0,28,1,1
53,Misdemeanor,Caucasian,Male,1,-1.0,0,0,0
23,Felony,African-American,Male,2,-1.0,76,1,0
55,Felony,Caucasian,Male,33,-1.0,242,1,1
64,Felony,Caucasian,Female,1,-1.0,1,0,0
23,Misdemeanor,African-American,Male,1,-1.0,27,1,1
23,Felony,African-American,Male,4,-1.0,0,1,1
41,Felony,Hispanic,Female,0,0.0,0,0,0
53,Misdemeanor,Other,Male,0,0.0,0,0,0
34,Felony,African-American,Male,0,-1.0,2,0,0
24,Felony,Hispanic,Male,0,-1.0,1,0,1
26,Misdemeanor,African-American,Male,1,-1.0,32,0,0
44,Felony,Caucasian,Male,4,-1.0,1,0,0
27,Felony,Caucasian,Female,0,0.0,5,0,0
28,Felony,Caucasian,Male,14,-1.0,0,1,0
55,Misdemeanor,Caucasian,Male,1,-1.0,1,0,0
36,Felony,African-American,Male,15,-1.0,1,1,0
23,Felony,African-American,Male,1,-1.0,1,0,0
56,Misdemeanor,African-American,Male,1,0.0,0,0,0
27,Felony,Caucasian,Male,2,-1.0,0,1,1
37,Misdemeanor,Caucasian,Male,1,-1.0,1,1,0
32,Felony,African-American,Male,1,-1.0,1,1,1
41,Misdemeanor,African-American,Male,18,-1.0,33,1,1
22,Felony,African-American,Male,1,-1.0,1,1,1
37,Felony,Caucasian,Male,1,-1.0,0,0,1
45,Misdemeanor,African-American,Male,3,0.0,1,0,0
31,Felony,African-American,Female,14,-1.0,1,1,0
42,Felony,African-American,Male,7,-1.0,1,1,1
26,Felony,African-American,Male,20,-1.0,29,1,1
33,Felony,Caucasian,Male,0,0.0,0,1,1
22,Misdemeanor,Caucasian,Male,0,0.0,0,0,1
36,Misdemeanor,African-American,Female,1,0.0,-1,0,0
54,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
25,Felony,African-American,Male,5,-1.0,155,1,1
24,Felony,Caucasian,Male,3,-1.0,39,1,1
23,Misdemeanor,Hispanic,Male,0,-1.0,1,1,0
61,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
42,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
28,Misdemeanor,Caucasian,Male,1,0.0,-1,0,1
27,Misdemeanor,African-American,Male,1,-1.0,2,1,0
24,Misdemeanor,Caucasian,Male,2,-18.0,15,0,0
32,Felony,African-American,Male,16,-1.0,0,1,1
38,Felony,Caucasian,Male,0,-7.0,7,0,0
21,Misdemeanor,Caucasian,Male,1,-1.0,0,0,1
27,Felony,African-American,Male,1,-1.0,168,1,1
39,Felony,Caucasian,Male,0,-1.0,-1,0,0
29,Felony,Caucasian,Male,0,-1.0,1,0,0
29,Felony,Caucasian,Male,1,-2.0,0,0,0
36,Felony,Caucasian,Male,1,23.0,2,0,1
46,Felony,African-American,Male,0,0.0,0,1,1
44,Felony,African-American,Male,7,-1.0,24,1,1
27,Misdemeanor,African-American,Male,0,-1.0,1,0,0
27,Felony,African-American,Male,8,-1.0,49,1,1
61,Misdemeanor,Caucasian,Male,0,0.0,2,0,0
47,Misdemeanor,African-American,Male,0,-1.0,0,0,1
27,Misdemeanor,African-American,Male,1,-1.0,0,0,0
28,Felony,Caucasian,Male,0,-1.0,1,0,1
31,Misdemeanor,Caucasian,Female,1,-1.0,10,1,1
26,Misdemeanor,Caucasian,Male,9,0.0,1,0,1
53,Felony,African-American,Male,2,-1.0,7,0,1
26,Felony,African-American,Male,1,-1.0,22,1,1
25,Felony,African-American,Male,2,-23.0,18,0,0
23,Misdemeanor,Other,Male,5,-1.0,32,1,1
21,Misdemeanor,African-American,Female,4,-1.0,0,1,1
23,Misdemeanor,African-American,Male,1,0.0,2,0,0
30,Misdemeanor,Other,Male,3,-1.0,0,0,0
45,Felony,African-American,Female,2,-1.0,11,0,0
27,Misdemeanor,African-American,Male,2,-1.0,9,1,1
26,Misdemeanor,African-American,Female,0,-1.0,0,0,0
21,Felony,Caucasian,Male,0,-1.0,7,1,1
62,Misdemeanor,Caucasian,Female,0,-1.0,3,0,0
48,Felony,Caucasian,Male,0,-1.0,27,0,0
53,Misdemeanor,African-American,Male,1,-1.0,0,0,0
62,Misdemeanor,African-American,Male,3,-1.0,1,0,1
28,Felony,African-American,Male,5,-1.0,136,1,0
56,Felony,Caucasian,Male,1,0.0,1,0,0
35,Felony,Hispanic,Male,2,-8.0,8,0,0
56,Misdemeanor,Hispanic,Female,2,-1.0,49,0,1
22,Felony,African-American,Male,2,-1.0,1,1,1
26,Felony,African-American,Male,5,-1.0,36,1,1
35,Misdemeanor,African-American,Male,4,0.0,1,1,0
22,Felony,African-American,Male,1,-1.0,15,0,1
37,Felony,African-American,Female,7,-1.0,1,0,0
32,Felony,African-American,Female,0,0.0,0,0,0
33,Felony,African-American,Female,3,-1.0,9,1,1
38,Felony,Other,Male,2,0.0,0,0,1
53,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
32,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
26,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
61,Misdemeanor,Caucasian,Male,0,-1.0,2,0,0
21,Misdemeanor,African-American,Male,0,-1.0,0,1,0
69,Misdemeanor,African-American,Male,22,-1.0,1,1,0
26,Misdemeanor,African-American,Male,0,0.0,0,0,0
30,Felony,African-American,Male,9,-1.0,196,1,1
21,Felony,Caucasian,Male,1,-5.0,0,0,0
41,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
45,Felony,African-American,Male,0,-1.0,0,1,1
31,Felony,African-American,Male,10,-1.0,1,1,1
22,Felony,Caucasian,Male,0,-2.0,1,0,0
54,Felony,Caucasian,Female,0,0.0,20,0,1
50,Misdemeanor,Caucasian,Male,2,-1.0,0,0,1
37,Felony,Other,Male,11,-1.0,1,0,0
21,Felony,African-American,Female,0,-1.0,1,1,1
23,Misdemeanor,Hispanic,Male,6,-1.0,5,1,1
30,Felony,Caucasian,Male,0,-1.0,0,0,1
30,Felony,African-American,Male,11,-1.0,2,1,1
26,Misdemeanor,Caucasian,Male,5,0.0,0,0,0
59,Misdemeanor,African-American,Female,0,-1.0,0,0,0
29,Felony,African-American,Male,13,-1.0,1,1,1
67,Felony,Hispanic,Male,0,-3.0,0,0,0
30,Felony,Caucasian,Male,13,-2.0,33,1,1
25,Misdemeanor,African-American,Male,5,-1.0,0,1,1
45,Felony,Hispanic,Male,8,-1.0,1,1,0
22,Felony,African-American,Male,0,0.0,-1,0,1
41,Felony,African-American,Male,8,0.0,2,0,1
46,Felony,Asian,Male,3,-1.0,59,1,1
27,Misdemeanor,Other,Male,0,-1.0,1,1,0
37,Felony,African-American,Female,13,-1.0,1,1,1
22,Felony,African-American,Male,0,-1.0,13,0,1
19,Felony,African-American,Male,0,-1.0,0,0,1
45,Misdemeanor,Caucasian,Male,2,-1.0,0,0,0
33,Felony,African-American,Female,5,-1.0,0,1,1
52,Felony,African-American,Male,7,-1.0,181,1,1
21,Felony,African-American,Female,0,-1.0,1,1,0
43,Misdemeanor,African-American,Male,6,0.0,0,1,1
33,Felony,Caucasian,Male,3,-1.0,1,1,0
26,Felony,African-American,Male,3,-1.0,3,1,1
37,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
38,Felony,African-American,Male,1,-8.0,7,0,1
35,Misdemeanor,Hispanic,Male,1,-1.0,0,0,1
27,Felony,African-American,Male,1,-1.0,0,0,1
40,Felony,Other,Male,1,0.0,0,0,0
21,Felony,African-American,Male,1,-2.0,0,1,0
38,Felony,Caucasian,Male,3,-1.0,1,1,1
37,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
44,Felony,Caucasian,Male,0,-1.0,1,0,0
30,Felony,African-American,Male,0,-1.0,1,0,0
40,Felony,Hispanic,Male,0,0.0,0,0,0
49,Felony,Caucasian,Male,1,-22.0,1,0,0
67,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
59,Felony,African-American,Male,14,-1.0,33,1,1
21,Felony,African-American,Male,1,-1.0,1,1,1
31,Misdemeanor,Caucasian,Male,6,-1.0,10,1,0
50,Felony,Caucasian,Female,2,-1.0,0,0,1
30,Felony,African-American,Male,7,-1.0,0,0,0
28,Misdemeanor,Caucasian,Male,1,-1.0,0,0,0
48,Felony,African-American,Male,7,-1.0,2,1,1
55,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
42,Misdemeanor,Caucasian,Male,0,-1.0,2,0,0
34,Misdemeanor,African-American,Male,0,0.0,29,1,1
43,Misdemeanor,African-American,Male,4,0.0,0,1,1
44,Felony,African-American,Male,0,0.0,42,0,0
29,Felony,Hispanic,Male,17,0.0,2,1,1
25,Felony,Caucasian,Male,2,-1.0,0,1,1
32,Misdemeanor,African-American,Female,0,-1.0,1,0,1
96,Felony,Hispanic,Male,2,-3.0,0,0,1
29,Misdemeanor,Hispanic,Male,0,-1.0,1,0,0
27,Felony,Hispanic,Male,8,-1.0,1,1,1
31,Misdemeanor,Hispanic,Male,0,-3.0,0,1,0
24,Felony,African-American,Male,1,-1.0,0,0,1
34,Felony,African-American,Male,0,0.0,241,1,1
48,Felony,African-American,Male,2,0.0,1,0,1
41,Felony,African-American,Male,1,-1.0,2,0,0
26,Misdemeanor,African-American,Male,12,-1.0,10,1,1
42,Felony,African-American,Male,0,0.0,7,1,1
29,Misdemeanor,African-American,Male,0,-1.0,42,1,0
26,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
27,Felony,African-American,Female,1,0.0,44,0,0
35,Misdemeanor,Caucasian,Male,4,-1.0,31,0,0
54,Felony,Caucasian,Male,1,-1.0,0,0,0
20,Felony,African-American,Male,0,-1.0,0,1,0
27,Felony,Caucasian,Male,0,-3.0,1,1,0
21,Felony,African-American,Male,1,-1.0,1,1,0
27,Misdemeanor,Caucasian,Male,7,-1.0,2,1,1
34,Felony,African-American,Male,11,-1.0,1,1,1
54,Misdemeanor,African-American,Male,0,-1.0,1,0,0
29,Felony,Other,Male,2,-1.0,1,0,1
39,Felony,African-American,Male,1,-6.0,4,0,0
33,Misdemeanor,Caucasian,Female,0,-2.0,0,0,0
40,Felony,Hispanic,Female,7,-19.0,6,0,1
35,Misdemeanor,African-American,Female,0,-1.0,0,0,0
28,Misdemeanor,Hispanic,Male,0,0.0,2,0,1
53,Misdemeanor,African-American,Male,0,-3.0,0,0,0
28,Misdemeanor,Caucasian,Male,2,-1.0,13,0,0
26,Felony,African-American,Male,0,-1.0,0,1,0
31,Felony,African-American,Male,3,0.0,0,1,0
24,Misdemeanor,Caucasian,Male,3,-1.0,1,1,1
45,Felony,Caucasian,Male,19,-1.0,1,1,1
33,Misdemeanor,Hispanic,Male,1,0.0,0,0,0
28,Felony,African-American,Male,1,0.0,0,1,0
45,Felony,Caucasian,Female,1,-1.0,1,0,1
33,Felony,Caucasian,Male,3,-19.0,14,1,1
23,Felony,Caucasian,Male,4,0.0,-1,1,1
36,Felony,African-American,Male,6,-1.0,84,1,0
22,Felony,African-American,Male,0,-1.0,0,0,0
28,Felony,African-American,Male,2,0.0,1,1,1
37,Misdemeanor,African-American,Male,3,-1.0,0,0,1
52,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
26,Felony,Caucasian,Male,0,0.0,1,0,1
28,Felony,Caucasian,Male,4,-1.0,3,0,1
33,Felony,Caucasian,Female,2,-1.0,14,0,0
23,Felony,Caucasian,Male,3,-1.0,41,0,1
31,Misdemeanor,Caucasian,Male,3,-1.0,0,0,1
55,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0
24,Felony,Caucasian,Male,3,0.0,-1,0,1
37,Misdemeanor,African-American,Male,2,0.0,0,0,0
41,Felony,African-American,Male,0,0.0,177,0,0
26,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
41,Felony,African-American,Male,13,-1.0,2,1,0
33,Felony,African-American,Male,6,-1.0,0,1,0
47,Misdemeanor,Hispanic,Male,0,-1.0,3,0,1
23,Felony,African-American,Male,0,-1.0,1,1,0
27,Felony,Caucasian,Male,1,-1.0,1,0,0
24,Felony,Caucasian,Male,0,0.0,36,1,1
30,Felony,African-American,Male,10,0.0,93,1,0
55,Felony,Caucasian,Male,1,0.0,0,0,0
26,Misdemeanor,African-American,Male,13,0.0,7,1,1
35,Felony,African-American,Male,0,0.0,0,0,0
20,Misdemeanor,African-American,Male,1,-22.0,0,0,0
24,Misdemeanor,Caucasian,Male,3,-1.0,8,1,1
31,Misdemeanor,African-American,Male,8,-1.0,3,1,1
55,Felony,African-American,Male,0,-1.0,1,0,1
33,Felony,Caucasian,Male,7,-1.0,0,1,1
44,Felony,Caucasian,Male,6,-1.0,270,1,1
41,Felony,African-American,Male,25,-1.0,185,1,1
56,Misdemeanor,African-American,Male,9,0.0,0,1,0
21,Felony,African-American,Male,1,-10.0,2,0,0
48,Misdemeanor,Caucasian,Female,1,0.0,0,0,0
56,Felony,Caucasian,Male,7,-1.0,194,1,1
39,Misdemeanor,Caucasian,Male,2,-26.0,2,0,0
31,Felony,Hispanic,Male,0,-1.0,1,0,0
25,Felony,Caucasian,Female,0,-1.0,0,1,0
28,Felony,African-American,Female,3,-16.0,16,1,0
30,Felony,African-American,Male,0,-1.0,0,0,1
19,Misdemeanor,African-American,Female,0,-1.0,1,1,1
20,Misdemeanor,African-American,Male,0,-1.0,1,0,1
57,Felony,Caucasian,Male,0,-1.0,4,0,0
51,Misdemeanor,African-American,Male,8,-1.0,0,1,1
27,Felony,African-American,Male,5,0.0,3,0,1
26,Felony,African-American,Male,0,-1.0,0,1,0
23,Misdemeanor,Caucasian,Male,3,-1.0,35,1,1
35,Misdemeanor,African-American,Male,14,-1.0,0,1,1
37,Felony,African-American,Male,5,-29.0,0,1,0
48,Felony,African-American,Male,0,0.0,2,0,0
21,Felony,African-American,Male,0,-1.0,2,1,0
52,Misdemeanor,African-American,Male,1,-21.0,9,0,0
22,Felony,African-American,Male,0,-1.0,0,0,1
41,Felony,Caucasian,Male,1,-1.0,1,0,1
25,Misdemeanor,Caucasian,Female,1,-1.0,0,1,1
54,Misdemeanor,African-American,Male,0,0.0,0,0,1
25,Felony,African-American,Male,13,-8.0,36,1,1
40,Felony,Caucasian,Female,4,-1.0,2,0,1
22,Felony,African-American,Male,0,0.0,11,1,0
50,Felony,Caucasian,Male,10,-1.0,0,0,0
35,Misdemeanor,Caucasian,Male,2,0.0,0,0,1
28,Felony,Caucasian,Male,7,-1.0,1,1,1
21,Felony,African-American,Male,0,-1.0,2,1,0
27,Felony,Caucasian,Male,0,-1.0,4,0,0
22,Felony,African-American,Male,0,0.0,-1,0,1
38,Felony,Hispanic,Female,20,-1.0,1,1,1
32,Felony,Caucasian,Male,0,0.0,7,1,0
59,Felony,Caucasian,Male,0,-1.0,1,0,0
20,Misdemeanor,Other,Male,0,-1.0,0,1,1
59,Felony,Caucasian,Male,0,0.0,0,0,0
44,Felony,Caucasian,Female,1,-3.0,1,0,1
26,Misdemeanor,African-American,Male,9,-1.0,1,1,1
30,Felony,African-American,Male,9,-1.0,1,1,1
25,Misdemeanor,African-American,Male,3,0.0,0,1,1
44,Misdemeanor,Hispanic,Male,0,-2.0,1,0,0
31,Misdemeanor,African-American,Female,0,-2.0,1,1,1
32,Felony,African-American,Female,0,-1.0,0,0,0
37,Felony,African-American,Male,22,-1.0,81,1,1
22,Felony,Caucasian,Male,2,-1.0,1,0,0
38,Misdemeanor,African-American,Male,8,-1.0,9,1,1
34,Felony,Caucasian,Male,2,-1.0,2,0,0
30,Felony,African-American,Male,7,-1.0,1,0,0
38,Felony,Caucasian,Female,0,-1.0,1,0,1
36,Felony,African-American,Male,10,-1.0,32,1,1
46,Felony,Other,Male,0,0.0,0,0,0
35,Felony,Caucasian,Male,2,0.0,0,1,1
35,Felony,African-American,Male,0,-1.0,0,0,0
20,Felony,Other,Male,1,-1.0,1,1,1
30,Felony,African-American,Female,9,-1.0,243,1,1
34,Felony,African-American,Male,16,-1.0,1,1,1
31,Felony,Caucasian,Male,3,-19.0,1,0,1
32,Misdemeanor,Hispanic,Male,0,-1.0,1,0,1
31,Felony,Caucasian,Male,4,0.0,1,1,1
22,Felony,Caucasian,Male,2,-1.0,11,1,1
31,Felony,Hispanic,Male,0,-1.0,80,1,0
36,Misdemeanor,African-American,Male,5,-1.0,1,1,1
39,Misdemeanor,African-American,Male,2,-1.0,47,0,0
51,Felony,African-American,Male,9,-1.0,35,1,1
35,Felony,African-American,Male,7,-1.0,1,0,1
35,Felony,Hispanic,Male,0,-1.0,1,0,0
23,Felony,Hispanic,Male,0,-1.0,0,0,1
37,Misdemeanor,African-American,Male,0,-1.0,2,0,0
25,Misdemeanor,African-American,Male,3,0.0,7,1,0
27,Felony,African-American,Female,0,-1.0,0,0,0
47,Misdemeanor,Caucasian,Male,2,-25.0,1,0,0
46,Misdemeanor,African-American,Male,12,-1.0,2,1,0
27,Felony,Caucasian,Male,0,-1.0,0,1,0
34,Felony,African-American,Male,0,-1.0,2,1,1
25,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
26,Misdemeanor,African-American,Male,5,-1.0,1,1,0
25,Felony,African-American,Male,1,-18.0,0,0,1
60,Felony,African-American,Male,9,-1.0,0,1,0
49,Misdemeanor,Other,Male,0,-1.0,1,0,1
30,Felony,African-American,Male,12,0.0,-1,1,1
21,Felony,African-American,Male,0,-3.0,0,0,0
25,Felony,African-American,Male,4,-1.0,0,1,1
21,Felony,African-American,Male,0,16.0,30,0,1
29,Misdemeanor,Hispanic,Male,1,-2.0,0,1,0
29,Misdemeanor,African-American,Male,4,-26.0,0,0,0
21,Misdemeanor,Hispanic,Male,0,0.0,0,0,0
53,Misdemeanor,Other,Male,4,-1.0,0,0,1
51,Felony,Caucasian,Male,2,0.0,22,0,0
29,Misdemeanor,African-American,Male,1,0.0,0,0,0
24,Felony,Other,Female,0,0.0,0,1,0
24,Felony,Other,Male,2,-1.0,241,1,1
37,Felony,Hispanic,Male,5,-1.0,1,0,0
20,Felony,Caucasian,Male,0,-1.0,0,1,1
53,Felony,Caucasian,Male,1,-21.0,21,0,0
